ProductId,Score,Summary,Text,Time,HelpfulnessNumerator,HelpfulnessDenominator
B004CLCEDE,5,These are Amazing,Why doesn't everyone eat these-- no carbs and they add a great filler to your dish -- Super easy to use<br /><br />It's like Ramen noodles with NO GUILT,1348012800,1,1
B004CLCEDE,4,"Not Bad, Not Bad At All","I purchased the Miracle Noodle Spinach angel hair pasta.  I looked at many of the reviews prior to making my first bag.  I did find that they have a strong fish odor upon opening.  This was expected.  I rinsed the noodles under cole water for 4-5 minutes.  The odor decreased significantly.  I boiled the noodles for about 7 minutes then rinsed under cold water.  While boiling, I added a dry garlic rub so that the noodles may take in some of the flavor.  After boiling, I rinsed the noodles under cold water for 30 seconds or so.  To finish, I added about 1-1.5 teaspoons of garlic cooking creme, red pesto with truffles, and a touch of basil garlic parmasean dipping oil.  I warmed the noodle-sauce mixture for about 5-10 minutes.  I admit, the noodle texture was interesting...I guess it was like an al dente ramen noodle.  I wasn't expecting a spaghetti noodle though.  I would definitely make again.",1347148800,1,1
B004CLCEDE,5,Miracle Noodles,"Just got the miracle noodles today.Had them for dinner,they tasted better than expected.The ""fishy"" smell that others had complained about was nearly non existent.The smell rinsed off quickly.They heated easily in boiling water.They accepted the garlic and butter spray flavor very well.The flavor of the noodles plain was similar to ramen noodles.I will buy these many more times.They will certainly help with the diet.My only complaint is that they are a bit expensive.",1331251200,1,1
B004CLCEDE,5,Use the right recipe!,"I see a lot of people complaining that these noodles are not like spaghetti.  Of course they aren't, and they aren't meant to be.  They are a traditional Asian food, and if you want to enjoy them I recommend using a traditional Asian recipe such as Japchae (also called Chap Chae or Korean Glass Noodles) - a Korean stir fried dish with vegetables like carrots, onions, spinach, mushrooms or almost anything in season, seasoned with soy sauce and sesame oil. Some recipes include beef. I used to make this with rice noodles because I couldn't find shiritaki back then and it was very good.  With the shiritaki, it's fabulous.  I've also enjoyed shiritaki as a substitute for ramen in soup.  So ditch the marinara and get out the wok.",1321488000,1,1
B004CLCEDE,5,"Like Ramen Noodles, but healthier!","Appreciated all the reviews... I already knew to rinse in cold water and then boil for 5 min. before it arrived. It barely smelled when I opened it, and only when I stuck my nose to it was there a mild fishy smell. Gone by the time I rinsed the noodles. After boiling, I added to a can of Progresso Lite Vegetable soup for a minute or two. Tasted/felt very similar to ramen noodles, but from what I've read, this is a whole lot healthier. Just reordered; I hope to make this a diet staple. Also, I split this initial order with a friend because we were so concerned about the reviews. She also added it to Progresso Lite Soup and had similar opinion. This product is probably best for someone who already eats healthy. If you expect this to taste good with spaghetti sauce and replace your craving for pasta, you will be disappointed.",1317772800,1,1
B004CLCEDE,5,Love This Product,"I ordered this product after researching the product, the Miracle Noodle Company and with the understanding that this is a natural plant based noodle type product.  The biggest sell for me came in two statements, natural plant fiber and low calorie, what can be better than that!<br /><br />The one thing I did find contradictory to some of the statements that I've read, the miracle noodle does not absorb the flavor of the sauces it is combined with, but served just right it is just as easy to enjoy as you would the average pasta dish.  These noodles are not your Ramen type noodle consistency yet with the right combination of seasonings this product can be much better since it has less fat, less sodium, less calories and fiber.<br /><br />My favorite dish so far is a vegetable soup made with Angel Hair Miracle Noodle, cabbage, spinach, celery, carrots, seasoned with fresh garlic, Vidalia onion and fresh thyme and of course your favorite additions.<br /><br />For a great quick meal, combine onions, fresh garlic, green peppers, the Angel Hair Miracle Noodle with a mixed vegetable, pair with a Cajun grilled chicken or a teriyaki grilled salmon, very tasty.<br /><br />If you have an open mind and a true love of good food, you will enjoy the preparing this low calorie alternative to the average noodle.",1310342400,1,1
B004CLCEDE,5,Surprisingly delightful,"I was going to write a review whether I thought these were good or bad. Of course I was going to hope for good because I just ordered three packages without evening knowing what they really tasted like. I was risking a gamble. I just got the package today and decided I was going to try them today. I had been informed and read the reviews about how the noodles really take on the flavor and that is completely correct. I cooked them in boiling water with soy sauce and garlic salt. Those noodles tasted superbly. I was not disappointed. If anything I was surprised how well they took in the flavor. I was a bit skeptic but I am glad to have been proved wrong. Also, I did make sure to rinse the noodles thoroughly to get rid of the fish smell. I am not 100% there was a fish smell because I had some dishes from when I just had crab but even if there was a smell there was not taste of it in the food. The noodles do clump a bit even after I patted them down with the paper towel but they can be taken apart. Honestly, they remind me a bit of ramen noodles but these are better because there are no calories to them! While ramen noodles are not exactly at a good place on the food pyramid.<br /><br />The reason I decided to give these a try is because I am on the HCG diet and if you are on that diet you know you are limited to very particular foods because it is calorie based. This is a great addition to this diet. I get to eat more without the worry of hurting my diet. I also get very full. I only used half the packet for my meal and found it to be very filling. If you are looking for something to help with a diet or just want to try to be healthy without giving up all your loves such as pasta I recommend these. I can't wait to try the other foods that are offered by this company.",1345593600,0,0
B004CLCEDE,5,"I was a skeptic, but I am glad I took the plunge!  They're great!","I am doing Atkins, and I really missed noodles.  For me it wasn't necessary to have PASTA per se, but anything close, and these ramen-like noodles seemed like a good thing to try.  Having also tried low-carb pasta, I can say these are a HUGE improvement.  So far, I have only used them in stir fry, in which they are perfectly tasteless until they absorb the flavors in which you cook them.  I was frightened at first that I would be able to taste the strongly fishy smell of the liquid in which they are packaged.  But by following the instructions--rinse them for like 15 seconds and plunk them in some boiling water for a minute--I was able to completely de-fishify them!<br /><br />My main concern now is the cost, since these cost about 10x what a similarly sized pack of ramen noodles costs.  I am hoping to be able to get them in larger quantities, hopefully more densely packed in the package since it seems like 3/4 of the package weight just goes down the drain.  If I can get these for less than a dollar per 7 oz serving by buying in enormous quantities, I'll eat them twice a day for the rest of my life.  Seems like they could sell these in larger packages or jars and get a higher noodle-to-water ratio?  I bet the biggest cost of this item is shipping since they're basically shipping a pound of water.",1336694400,0,0
B004CLCEDE,5,Great healty noodle,"My family and I love the taste and texture of this wonderful ""miracle noodle"". I have used them in several soups and I am excited to cover them with pasta sauce. In soup they have a texture similar to ramen noodles...taste way to good to be as healthy as they are!",1336003200,0,0
B004CLCEDE,5,HERE'S THE REAL SCOOP ON SHIRATAKI!!,"Okay, so I heard about the amazing Shirataki noodle and decided to give it a try.  After MUCH research and deliberation I decided to try both the ""miracle noodle"" (zero calorie, glucomannan, no tofu) and the House Foods (40 calorie per bag, tofu and yam flour) varities.  BOTH arrived today, so I decided to try both and give an unbiased review.<br />#1 - Anyone who says these noodles have a repulsive odor, has never eaten fish before.<br />#2 - anyone who says these noodles have a repulsive texture, has never eaten ramen, or udon noodles before.<br /><br />I put a small pot of boiling water on the stove, brought to a boil.  Opened the bag, put noodles into a strainer, and rinsed 10-15 seconds under cold water.  Then I put the noodles in pot of boiling water.<br /><br />I purposely sniffed the bag.. and yes.. it has a medium to mild ""fishy"" odor, nothing worse than salmon.  If you don't like this, then don't sniff the bag.  The ""miracle noodle"" had slightly less of this odor.<br /><br />I purposely sniffed the boiling water after about 1 minute, and yes, it had an odor, not so much fishy anymore, as almost plastic-y.. kind of hard to describe... again, don't sniff the steam if this bothers you.<br /><br />After 3 minutes of boiling (for the House foods brand), and 2 mintues (for the miracle noodle brand), I poured into the strainer again, and rinsed with HOT water for 10 seconds.  I then drained, and put back into the small pot, and added half a flavor packet from a pack of ramen noodles (chicken flavor).<br /><br />IT TASTED JUST LIKE RAMEN!  I was very excited.  The noodles (as other reviews state) have no flavor on their own, but take on asian flavors nicely.  As for being a ""spaghetti substitute,"" these would probably do the same as if you put ramen noodles under some spaghetti sauce.. not quite right.. but not the fault of the noodles, just not the intent of an asian noodle.<br /><br />As for the texture, these noodles actually get FIRMER as you cook them, instead of softer (like regular noodles).  If your're a fan of ""al dente"" pasta, then this is for you.  YES &lt; they are a bit firm, but not hard like rubber bands (like other reviews have said).  And not slimy in the slightest, I don't get why people have said this (again, felt just like ramen noodles in my mouth).  I love al dente pasta myself, and found the texture preferable to normal ramen noodles.  The ""miracle noodle"" is slightly firmer, and more transluscent (like more tradition ramen noodles).<br /><br />I ate one bag of each, and loved every bite of both.  This was also about 4 hours ago, and I felt full this whole time (not uncomfortably full, just not hungry).<br /><br />I'm VERY glad I took a chance on this.  Perhaps if you have a picky pallet, this isn't for you.  But if you like Ramen noodles, then I'm telling you give these a try.  One bag (of either) is about the same volume as one packet of Ramen noodles, but at a fraction of the calories (or zero in the case of miracle noodles).  I plan on experimenting with other spices, such as bullion, and asian ""flavor packets"" found at the grocery store.<br /><br />Hope this helps!!",1334793600,7,7
B004CLCEDE,5,Blank Canvas,"These honestly taste like absolutely nothing. I have no issue with the texture or flavor. Yes, they smell a bit fishy coming out of the bag, but rinsing (for a while) in cold water cleans them off and leaves you with a completely blank canvas for whatever dish you're making. I just used them with spaghetti and honestly thought they were fantastic. They more closely resemble ramen noodles, but seriously, for the health of these noodles, it makes next to no difference - especially when the alternative is having no noodles at all. In addition, they were extremely filling. Just follow the instructions left by other reviewers and you'll have no problem at all (the secret is a good rinse!)",1327104000,0,2
B004CLCEDE,3,Expensive diet!,"It's not entirely obvious from the photos here on Amazon but these 7 ounce packages aren't like normal pasta, they're basically ""precooked"" noodles that are in bags filled with water so the actual quantity of noodles is maybe a small scoop per pricey bag. The noodles themselves have a texture that's (naturally) better suited to asian style noodle dishes (i.e. a ramen bowl) and upon initially opening the package there is definitely a vaguely fish-like scent-it's not a horrible pungent scent but more reminiscent of noodles just cooked in fish soup (really hard to describe to be honest). Thankfully this does go away nicely after rinsing and blanching per the instructions, and even when eaten with just red pasta sauce there weren't any weird flavors but the textures just didn't really feel at home here.<br />Honestly these noodles would feel most at home in making a low carb ramen noodle bowl or something similar, but the real reason I'm not going to buy these again is simply that the price is insane for the quantity you get.",1326499200,5,5
B004CLCEDE,3,Taste and feel like bean sprouts,"I'm really confused by the reviewers claiming they couldn't wash the smell off.  When first opened the bag smells EXACTLY like old edamame.  The fact that it smells like something that is also food helped me get past it a little. I put the noodles in a colander and ran hot water over them for less than a minute while tossing them around with my hands.  That removed the smell completely.  I think the assertion that they taste ""rubbery"" is a little strong.  There certainly chewy, but in the same way that bean sprouts or limp celery is chewy.  It's basically true that they take on the taste of your sauce, though, having prepared them in beef broth with hot sauce, it didn't really seem like they were absorbing the flavor so much as they were just coated in it.<br /><br />The only real criticism I have is that you really don't get all that much volume for your money.  A whole package makes slightly more than a brick of Top-Ramen soup--at 2.50 a package the calorie savings are really the only thing it has going for it.  For the same price, I could eat a whole ton of carrots or green beans, which I find way more satisfying and would be only a trifle more caloric.  I guess I figured shiritaki noodles would be better than carrots at answering my carb craving, but they're really not.  So ultimately, I liked the product, but I probably wouldn't buy again for price reasons.<br /><br />Also, and I'm not sure how this should influence buying decisions overall, but one of the bags popped and leaked its smelly juice all over the box in shipping.  To make matters worse, the noodles were part of an order that contained some electronics that were (thankfully) shrink wrapped.  Still, unpacking everything from a pool of shiritaki juice was nightmare.",1312502400,5,5
B004CLCEDE,5,These noodles are great!,"I bought these noodles after reading the book ""Wheat Belly"" based on the author's recommendation. I was pleasantly surprised after making a Shirataki noodle stir fry. They don't really have a taste, but they take on the taste of whatever sauce they are in. The texture is similar to Ramen noodles and if you follow the directions on the package, they will not taste like fish even though they smell a little like fish when you first take them out of the package. (I was a little worried about that after reading some reviews.) You really can't go wrong with these noodles since they have no calories!",1343433600,4,4
B004CLCEDE,4,Definitely not Ramen but good enough for bodybuilding dieting.,"I compete in bodybuilding and crave carbs while dieting. I can't have pasta so when I discovered these I thought I had hit the jackpot. Zero calories? Heck to the yeah!<br /><br />I tried these immediately when I received them and was disappointed at first. I tried following the instructions exactly and then mixing in different seasonings for flavor but nothing could get me over that gelatinous texture. I bought the 6 pack so I figured I'd change how I cooked them. I followed the directions again; rinsing and then blanching in boiling water. However, this time I threw them into a hot skillet after boiling and drove off some of the moisture for a dryer texture. I added in a random assortment of seasonings I had on hand and they ended up tasting like chicken flavored ramen noodles! I also tried boiling them in beef broth and throwing them in with some beef broth in the skillet. These definitely tasted and felt more like the ramen noodles I had been craving. I had definitely hit the jackpot with these. The only thing that could make them better for bodybuilding contest dieting is lowering the price.",1314230400,3,3
B004CLCEDE,5,LOVE THESE!!,"I purchased these after watching a youtube video of a woman using them to make spaghetti with ground turkey. WHen they arrived, I already anticipated the smell upon opening the package and the texture possible being ""weird"". Must say, I have already eaten all six packages in different ways but my favorite dish was the spaghetti.  When I opened the small bag, The smell was fishy but I allowed them to rinse while I chopped my veggies. The texture was very similar to noodles but more like an asian noodle (like the noodle used for pad woon sen or ramen noodles)They really soaked up the flavor of the sauces I used. I will be ordering my next shipment today! I am completely impressed and will probably use these for my spaghetti from now on!",1311292800,3,3
B004CLCEDE,5,Best Brand of Shirataki Noodles,"I am a very picky eater with a very adept pallette, so I was a bit skeptical about the whole shiritaki thing, but I'm glad I gave them a try. I was very pleased with these noodles, I have had other Shirataki noodles before (can't remember the brand exactly) but these were much better. Don't be alarmed at the horrid smell when you open the pouch (I certainly was lol), that as I understand it, is the odor given off by the presearving agent, and has no affect on the taste of the noodle. Simply rinse them thoroughly in a collander until the smell is gone/extremely faint. Once boiled as instructed the smell will not be present in the noodle, and as I said the noodles do not taste like that smell. Miracle Noodles are completely flavorless and the texture of this brand is much more palatable than the other brand I tried. I think the Miracle noodles are akin to ""Ramen"" noodles as far as texture goes (this only applies to the angel hair variety, I have not tried other shapes). I had these with my homemade tomato sauce and they took on the flavor of the sauce entirely. I love them, I will deffinately be ordering them again. Pasta was the absolute hardest thing to give up when I switched to an ultra low carb lifestyle (over 2 years ago), and I am thrilled to finally find a substitute that fits into my diet! I would reccomend them to anyone on a low carb diet or just looking to lighten up their meals occasionally, great product!",1343088000,2,2
B004CLCEDE,5,"Impressed, But be aware of what you're buying","Okay so I was searching for a pasta that I could use in low cal cooking. 0 calories per serving seemed amazing. Worth a shot. I knew by looking at it that it was going to be more like a rice noodle, so I was prepared for that.<br /><br />Now, be aware that if you're looking for something to replace spaghetti or something, this isn't the one... This is more like a rice noodle. Good for quick sautee with something... I wouldn't use it in a spaghetti sauce or an alfredo, really.<br />If you're looking for something to replace RAMEN noodles, this would be good... If you're looking for something to replace regular pasta? Forget it. Try Fiber Gormet or whatever it is. But if you're looking for a replacement for a rice noodle or something of that sort, this is a great product.<br /><br />They do smell horrible when you open the package Rinse it!<br />I used a little bit of lemon juice just to make sure the smell went away faster, and rinsed again, and it was perfect.<br />They have NO initial taste. (This is of course after the rinsing very well, i didn't taste until the smell was gone)<br /><br />Basically the most amazing thing about these miracle noodles is that they absorb the flavor of what you put on them instantly. A quick sautee with a brothy spicy sauce and it was like wow... Definately something I'll get again. Glad to have purchased it.",1337558400,2,2
B004CLCEDE,5,Low Carb Pasta!!,"I've switched to a low carb lifestyle and one of the most challenging things to eat is things that I would traditionally eat with rice or pasta... like mac and cheese or thai curry. For years I've been getting konnyaku noodles from the Asian grocer but I was happy when I found these as a I have a little more faith in their actual contents. The trick to shirataki/konnyaku is to let them sit in a flavor rich sauce so they absorb the flavor. Don't prepare them plain and expect them to taste good, cuz they won't. They don't really taste or smell fishy to anyone who actually knows what fish smells and tastes like, but they do have a different odor. Lately my favorite preparation is to parboil them, then soak in an Alfredo sauce prepared with Cheddar cheese instead of Parmesan. A ramen restaurant near me recently started giving the option of shirataki noodles in place of wheat noodles, so I've been meaning to try them as an instant ramen or instant udon replacement because they are awesome in ramen!! There are some really rich Korean stews that would do well with these in place of rice as well. Be creative and experiment, but most of all, keep your mind open!!",1327622400,2,2
B001AQVQL0,5,tastes like melted vanilla ice cream,"absolutely the best tasting ready to drink protein drink i have found.  the negative review said that they received a bad (separated) product.  This has happened to me too.  After all, it is protein - and if it gets too hot - (like when the delivery people leave it in the hot Sacramento sun in the summer) - it will clot.  I just called the company and they shipped out a replacement order.....no problem<br />Or, like the reviewer said.... just order the powdered version.",1310688000,0,0
B0002YB21A,5,Great to have in any kitchen,It's a staple in many Asian recipes but here's a tip... add a teaspoon to any instant noodle and it will bring the broth to life! It was a stalwart companion during my years of living in the dorm room.,1234396800,15,15
B000SATUWG,5,Gustaf's Dutch Licorice Creamy Goodness,"The most luscious, soft, creamy licorice caramels you could possibly imagine.  Not a hard candy, and not the typical bitter taste found in most licorice candies.  I sampled these at a candy shopppe in Old Sacramento, and located them online at Amazon.com<br /><br />They are even better than the (now) defunct Callard & Bowser's brand from England.",1350864000,0,0
B0005YVCX0,5,"Really tasty, especially how I prepare it *RECIPE INSIDE*","You can find these in your local grocery stores for a price of about less than a quarter each, so this is a bit of a rip-off.<br /><br />I saw the other review with the person using a microwave(?). I don't use a microwave, however I suspect he may be talking about about a different instant ramen.<br /><br />I DO NOT RECOMMEND THIS TO ANYONE ON A DIET. If you just want a snack, then this is the perfect product for you. Its cheap, filling, and tasty, but it has virtually no nutritional and can be bad(and slightly fattening) in excess. If you like, you can do an experiment on what happens in your stomach until you fully excrete it: place ramen in large container, add two cups of water, and wait a few months to see what happens. Again: IT'S JUST A SNACK OR LIGHT MEAL(LIKE BRUNCH). ON IT'S OWN, IT HAS VIRTUALLY NO NUTRITIONAL VALUE AND CAN BE UNHEALTHY IN EXCESS.<br /><br />As an Asian, I grew up with this product simply because of cultural values(it says ramen,so in my family it's Asian); so I had a LONG time to develop a recipe.<br /><br />To attain my level of ramen, which my baby sister still adores, I stretch the time to 13 minutes.<br /><br />How I make it:<br /><br />1. Put ramen in regular pot and add two and 1/8 cups of water, or more or less if desired.<br />2. Put to boil on the highest setting possible for ten minutes, or less time if you are unwilling to wait long, stirring constantly. When ramen reaches boiling point, add soup packet. Stir with a wooden spoon and insulated long fork(or spaghetti fork)or chopsticks to avoid burning. Boil for a bit more, if desired. The more you boil, the softer and fuller the noodles. Turn off heat immediately and let cool. Leave as is or add desired ingredients WHILE ramen is cooking. If water gets too low, add water.<br /><br />Have you ever heard of egg drop soup? With ramen, you can make it easily:<br /><br />OPTIONAL: To get more ""traditional"": add green onions(1 or 2 chopped), soy sauce(1 tbs), ginger(grated, 1/2 tsp), mushrooms(sliced, 1/2 cup), sesame oil(1 tsp), white pepper(1/4 tsp or 1/2 tsp of sugar to substitute), and cornstarch(1 tbs dissolved with 1/2 cup of water set aside previously from the 2 1/8 cups).Ingredients must be added before eggs, so you can keep heat slightly longer but remember to stir entire time to avoid noodles sticking to pot. Add more water, if necessary.<br /><br />3. Immediately after removing heat, add beated or non beated eggs(3) through a fork(or 3 to 4 chopsticks), while stirring the soup. I pick up some parts of the egg with one hand through the utensil and stir with other, though I usually need help stirring at the end. Stir quickly for one minute to get ""shreds"" or slowly until eggs ""form"" to get ""ribbons""(only on one direction: clockwise).<br />Note: beaten eggs must be beaten VERY lightly so NO BUBBLES FORM<br />The end result is VERY tasty.<br /><br />There are many variations of this soup. My particular version without egg or veggies feeds 1 or 2 people or, if your getting fancy with the veggies or eggs, 2-3 people, and if you got fancy with the egg and veggies, then 3-4 people. If you add even more things, it feeds 5-more people.<br /><br />Be creative, though. Add whatever you like. My dad, who was part Japanese and part Chinese and part Filipino added squid sauce(it did taste good) and white jasmine rice(after boiling) and my Hispanic(slightly Italian, but not culturally) mother added chile(hot sauce) and lemon. My aunt, who looked more and acted more Italian than Mexican made it into Minestra Maritata or Italian Wedding Soup. So, base a recipe into your ramen, or just add things to meet your cravings. All in all, it's a flexible, hot soup good for a sick-day or just a snack.",1325635200,0,0
B001SAOHWI,5,"Next Best Thing to ""From Scratch""","I usually make my own chicken stock from scratch, but sometimes what I've got on hand isn't enough to fill the pot. When that happens, this is my go-to bouillon. It's also great for when you get to the bottom of a big pot of soup, and it's super thick. Adding a little of this vegetable stock can stretch out that last bit without sacrificing flavor. I've tried a lot of different chicken bouillons, but none of them have the wonderful flavor this vegetable one does. This is also the only bouillon I will drink straight, when I'm feeling sick. It's delicious!<br /><br />The sodium in this is comparable to other bouillons, and MSG (in some form, frequently listed as ""autolyzed yeast extract"") is in pretty much every canned soup and stock out there. Very few people are actually sensitive to it, or they would have gotten sick every time they ate Campbell's soup as a kid. But they see the scary letters and get alarmed. It's just silly.<br /><br />While I do think you should try to keep processing foods like this to a minimum because of the high sodium levels, a little bit here and there won't hurt you. Fast food and processed meals like TV dinners and Top Ramen are far worse. Practice moderation in all things and you will be fine.  :-)",1299628800,0,0
B006C6S3QY,5,Like crack.  Only good for you.,"I've been experimenting with homemade sugar-free chocolate for a while now, and after trying a large number of sugar substitutes, I've found it very difficult to make anything that I'm proud of.  Chocolate, in general, is very temperamental.  It has six different crystalline forms, and you have to get the temperature just right or else you wind up with a less than desirable form.  And your sugar substitute needs to be fat-soluble and anhydrous, because small amounts of water can will cause your chocolate to seize.  It's very complicated, and I've never been keen on anything I've made myself.<br /><br />Coco Polo's chocolate, by contrast, is tempered perfectly.  It has just the right snap and mouth-feel.  Because it's flavored with Stevia and Erythritol (the easiest-on-your-stomach sugar alcohol), you can eat the whole bar in one sitting and not suffer any unpleasant effects.  At least I didn't.  Everyone is different.  But I can say that even small amounts of malitol-sweetened chocolate cause me gastric upset.<br /><br />That being said, this product is not as sweet as ordinary sugared chocolate.  But that is going to be true of any sugar-free chocolate.  In particular, Coco Polo's sweetness is also somehow more subtle, which is the best I can explain it.  If your familiar with Stevia as a sweetener in tea and coffee, you'll know what I'm talking about.  It's not as intense as sugar, but it's still nice and doesn't have any chemical aftertaste.  If you are a fan of less sweet dark-style chocolates, than transitioning to this sugar free band is easy.<br /><br />If I didn't know any better I would give this product 3 or 4 stars because it is not as good as regular chocolate.  But having tried to make my own for years, I recognize when I've been outdone and I'm giving it a 5 star review.  I've also tried many brands of sugar free chocolate over the years, and I like this one the best.<br /><br />On the downside, I think this chocolate is too pricey.  When I ordered mine, it was shipped in an insulated container with cold packs to keep it stable.  This was in the spring and early fall - perhaps in the winter they forgo this treatment.  (They don't ship at all in the heat of summer.)  So perhaps the extra cost is to cover the special shipping.",1349740800,0,0
B003SKYBRW,4,Spicy!,"Very tasty! More spice than I would've anticipated. Cooks quickly (~4-5 mins). Impressed with overall quality and flavor of these instant noodles. Used to Top Ramen, but these are above average, that's for sure. Premium ingredients packet contained a good mix of chicken, spices, and peppers, much to my delight. Perfect for a quick snack/meal. Would recommend to others!",1310169600,0,1
B006XYUZ9I,5,"Well, it's hot alright...","With just a few grains into a bowl of ramen, I had a delightful burn spreading through my mouth. Can't wait to take this to my local Americanized Thai Restaurant to put some real heat on the table.",1331510400,0,0
B0046LJ97E,3,"But, there is a service and other issue problem...","For Ramen noodles, this product was middle quality. The price was good, on the first shipment. There are minor QC issues with the packaging, soup base envelope, and other minor quibbles, but, once I was on the 'monthly' delivery, the price was jacked up $9 and then $14 or $16 depending on who did the subtraction...<br /><br />They called the money out of my account well before requested delivery date (and they say that they only 'hold' it, pending shipment... Had they waited 6 hours, it would still have been too damned early, But, I would not have known about it, Until I checked the bank...<br /><br />Well, that process could have caused checks to bounce, and my feeling is, if I say ship no sooner than one date, keep your hands off my account until that date... (You should have heard the stories and excuses for that one.)<br /><br />I have dealt with Amazon Customer Service before... The people in those instances were great!! And I praised them for their service and care...<br /><br />I hate besmirching them with this go round. In the many calls It took to resolve the issue, the group of 'reps' had a problem with the difference between day of week and date of month, did their best to keep me from talking to a supervisor, a supervisor started talking to someone in their room, one second after the 'hold' music stopped, with the sentence 'he hung up, huh?'...(ooops, forgot the 'click))...<br /><br />I have canceled delivery because a $16 price jump in 28 days, and the service trying to resolve the issue... sounded like the lies the media spreads about many other subjects. Actually, a supervisor canceled it, then a few minutes later I canceled it (twice); and I was asked to call them back... and the chap on the line that time queried me about if I wanted the order canceled... sigh....<br /><br />I was extremely disappointed...<br /><br />(watch this one get pulled)<br /><br />If you can get the product, at the original price I was quoted on February 3, 2011... It is an ok deal...<br /><br />The price they had it raised to by Feb 24, was borderline ok...<br /><br />The price on February 28th was past reasonable...<br /><br />The price for the next shipment (which I saw March 3rd) was crazy...<br /><br />Noodles have not gone up that much over the last 20 years...<br /><br />They did it in 28 days??",1299456000,2,2
B00113SKZW,2,Buyer beware: It does have MSG...,"When I tasted this product, I was so impressed by the flavor. It tasted just like the Beef Top Ramen Flavor I enjoyed growing up. I bought this bouillon because the packaging said NO MSG. This was important to me because I avoid MSG at all costs. I recently realized this product has yeast extract (which always contains MSG). Another review mentioned that the company recently retracted the ""NO MSG"" claim, but too little, too late. I have already consumed and gifted away most of my 12 boxes with the understanding this was an MSG-free bouillon. If you are avoiding MSG, I recommend doing some research because there are about 50 different names that can be used to hide MSG in an ingredient label. ""Yeast Extract"" is the perfect example of this. There are a lot of other names for flavor enhancers out there that always or sometimes contain MSG. Unfortunately, I did my research about a year after I purchased this product, but hopefully this review will save some other health-conscience consumer from making a purchase they regret.",1320624000,2,3
B0057FSTJ2,1,One of the worst things I've ever eaten,"Simply Awful. When I first saw this and I thought mhh, seems like a good buy, an upgrade from ramen noodles. Wrong! These noodles are thick and disgusting. If I had to say something ever tasted like a dirty Sock, This Would Be IT!!! When you microwave these noodles, they go from looking semi edible, to completely rancid. I wish I could go back and return this but I don't think I have that option. I'm not sure how the other flavors taste but I'd suggest staying away from this one. P.S I also feel sick right now after eating it. Wish me luck, might be sick and vomiting from this in a bit.",1318809600,1,1
B002CIL78C,5,A favorite returns!,"For a long time, this wasn't available here for some reason.<br /><br />But I LOVE this cheese topping product. I use it on popcorn, to give mac & cheese a little extra flavor, and with Ramen noodles (instead of the seasoning packet).<br /><br />I've tried other powdered cheeses, but they were terrible!<br /><br />Kraft's is the best! Keep selling it, Amazon!",1300406400,1,1
B000PDNZEU,5,Best instant Noodles i've ever had...,I'd have to say these Hot & Spicy Instant noodles are among some of the best out there.  Highly recommend trying some if you like spicy stuff and ramen noodles...,1184198400,4,4
B000EGZ2L2,5,Aboslutely wonderful for my pitbull,"I ordered this after reading a ton of awesome reviews and in hopes that it may hope with my dog, Kitty, a 65 pound, 2 year-old pit bull's recent issues with her skin. It turns out that her problem was in fact due to corn and other fillers used in lesser quality dog foods (in this case, Purina One). Overall, this product alone made it completely worth the cost to subscribe to Amazon Prime for the extremely fast and cheap shipping, so for less money (as Kitty now requires less food, since she's more full from eating less of the higher quality food and we make sure to only feed her what the vet recommends,) I no longer have to drive to the store and pick up a 40 pound bag of dog food and load it into the back of one of my GTIs. So far, Kitty's been gaining weight and muscle at a pretty decent rate, in my opinion. (Over the past 2 months, she's gone from approximately 59 pounds to 67.5 pounds currently, and is quite fit and happy.) All this, is of course in addition to daily exercise, walks, et cetera, but her temperament lately has also been much better. On the lesser quality dog chow, she used to mope around the house every few days, but lately, she's been very happy, energetic and outgoing. She seems to be much less easily stressed out, which is great for her, as she tend to be a bit anxious, although an absolute sweetheart.<br /><br />Bottom Line: I could not recommend this or any other Canidae Dog Food product highly enough. By word of mouth at work alone, I've converted over ten people since switching at the beginning of the year (2011).",1303603200,3,3
B003EX2ECM,5,Quality Product!,"I use this product regularly. If you know what you're doing and have great to professional cooking experience, you can create kitchen miracles. I use this to create custom cuts of meat or to bind different species together. My favorite application is to make a sort of Turducken Braciole. I debone whole turkey, duck, chicken and sometimes quail or squab and after removing the wings and legs, I butterfly the meat into flat sheets. I then use this product in between each layer of meat to bind them together as if they came from the same animal. I then roll the meat sheat around a long natural casing sausage to create beautiful tube of mixed meat. After seasoning, grilling and roasting, I slice the roast into discs and serve with a port wine reduction or gravy of some kind. It's allways a hit! This product is not for beginners. You must have a-lot of kitchen experience. But with experamentation you can work wonders. Ignore the one star reviews. Having read them all, none actually review the product or discuss their experience with the product. All are either vegan/vegiteran or anti-modern butcher practices activists using the review as a platform to spout their drivel. If you're buying this product here, chances are you're not supplying mega-marts with fake stake or faux roasts. You're probaby buying this for private home use or small resaurant use. When used properly there is no danger at all. If it was poisonous or unsafe to consume it would be illegal to sell in the US, which it isn't. All in all, this is a solid product and one I use often.",1312329600,4,5
